data_product,data_table,data_column,data_type,entry
ISCNTemplate,disturbance,dist_harvest_residue_perc,unit,percent
ISCNTemplate,disturbance,dist_herbicide_kgha,unit,Kg ha-1
ISCNTemplate,disturbance,dist_irrigation_water,unit,mm
ISCNTemplate,disturbance,dist_irrigation_drain_depth,unit,m
ISCNTemplate,disturbance,dist_liming_kgha,unit,Kg ha-1
ISCNTemplate,disturbance,dist_m_fertilization_kgha,unit,Kg ha-1
ISCNTemplate,disturbance,dist_o_fertilization_kgha,unit,Kg ha-1
ISCNTemplate,disturbance,dist_o_fertilization_c,unit,percent
ISCNTemplate,disturbance,dist_o_fertilization_n,unit,percent
ISCNTemplate,disturbance,dist_pesticide_kgha,unit,Kg ha-1
ISCNTemplate,disturbance,dist_planting_seed,unit,N ha-1
ISCNTemplate,disturbance,dist_thinning_perc,unit,percent
ISCNTemplate,disturbance,dist_tillage_depth,unit,m
ISCNTemplate,disturbance,dist_ungrazed_duration,unit,months
ISCNTemplate,disturbance,dist_underburn_perc,unit,percent
ISCNTemplate,disturbance,dist_windthrow_perc,unit,percent
ISCNTemplate,cluster,soc,unit,g cm-2
ISCNTemplate,cluster,soc_type,unit,ccon_type
ISCNTemplate,cluster,soc_depth,unit,cm
ISCNTemplate,cluster,soc_sigma,unit,g cm-2
SoDaH-Site_KEY_V2,location,lat,unit,degrees
SoDaH-Site_KEY_V2,location,long,unit,degrees
SoDaH-Site_KEY_V2,location,elevation,unit,m
SoDaH-Site_KEY_V2,location,map,unit,mm
SoDaH-Site_KEY_V2,location,mat,unit,°C
SoDaH-Site_KEY_V2,location,clim_avg_yrs,unit,years
SoDaH-Site_KEY_V2,location,aspect_deg,unit,degree
SoDaH-Site_KEY_V2,location,slope,unit,percent
SoDaH-Site_KEY_V2,location,depth_water,unit,?
SoDaH-Site_KEY_V2,layer,lyr_c_tot,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_soc,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_soc_stock,unit,g C m-2
SoDaH-Site_KEY_V2,layer,lyr_loi,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_som_WalkleyBlack,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_n_tot,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_n_tot_stock,unit,g N m-2
SoDaH-Site_KEY_V2,layer,lyr_15n,unit,permille
SoDaH-Site_KEY_V2,layer,lyr_13c,unit,permille
SoDaH-Site_KEY_V2,layer,layer_top,unit,cm
SoDaH-Site_KEY_V2,layer,layer_bot,unit,cm
SoDaH-Site_KEY_V2,layer,layer_mid,unit,cm
SoDaH-Site_KEY_V2,layer,bd_samp,unit,g cm-3
SoDaH-Site_KEY_V2,layer,bd_tot,unit,g cm-3
SoDaH-Site_KEY_V2,layer,sand,unit,percent
SoDaH-Site_KEY_V2,layer,silt,unit,percent
SoDaH-Site_KEY_V2,layer,clay,unit,percent
SoDaH-Site_KEY_V2,layer,coarse_frac,unit,percent
SoDaH-Site_KEY_V2,layer,coarse_tot,unit,mm
SoDaH-Site_KEY_V2,layer,caco3,unit,percent
SoDaH-Site_KEY_V2,layer,Ca,unit,mmol kg-1
SoDaH-Site_KEY_V2,layer,Mg,unit,mmol kg-1
SoDaH-Site_KEY_V2,layer,K,unit,mmol kg-1
SoDaH-Site_KEY_V2,layer,Na,unit,mmol kg-1
SoDaH-Site_KEY_V2,layer,cat_exch,unit,cmol H+ kg-1
SoDaH-Site_KEY_V2,layer,base_sum,unit,meq 100g-1
SoDaH-Site_KEY_V2,layer,cec_sum,unit,meq 100g-1
SoDaH-Site_KEY_V2,layer,ecec,unit,meq 100g-1
SoDaH-Site_KEY_V2,layer,bs,unit,percent
SoDaH-Site_KEY_V2,layer,mbc_raw,unit,mgC g-1
SoDaH-Site_KEY_V2,layer,mbc_trans,unit,mgC g-1
SoDaH-Site_KEY_V2,layer,mbn_raw,unit,mgN g-1
SoDaH-Site_KEY_V2,layer,mbn_trans,unit,mgN g-1
SoDaH-Site_KEY_V2,layer,mbp_raw,unit,mgP g-1
SoDaH-Site_KEY_V2,layer,mbp_trans,unit,mgN g-1
SoDaH-Site_KEY_V2,layer,n_min,unit,mg g-1 d-1
SoDaH-Site_KEY_V2,profile,bedrock_depth,unit,cm
SoDaH-Site_KEY_V2,profile,thaw_depth_profile,unit,cm
SoDaH-Site_KEY_V2,layer,lyr_al_py,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_si_py,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_c_py,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_fe_ox,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_al_ox,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_si_ox,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_fe_hy,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_al_hy,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_si_hy,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_c_hy,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_hy$,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_fe_dith,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_al_dith,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_si_dith,unit,mg g-1
SoDaH-Site_KEY_V2,layer,lyr_quartz,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_alkali_feldspar,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_plag_feldspar,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_mica_chlorite,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_amphibole,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_pyroxine,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_olivine,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_volc_glass,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_kaol_halloy,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_smect_vermic,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_gibbsite,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_fe_oxides,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_imog_alloph,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_ferrihydrite,unit,percent
SoDaH-Site_KEY_V2,layer,lyr_radioanlys_yr,unit,YYYY
SoDaH-Site_KEY_V2,layer,lyr_14c,unit,permille
SoDaH-Site_KEY_V2,layer,lyr_14c_sdv,unit,permille
SoDaH-Site_KEY_V2,fraction,frc_extr_conc,unit,mol
SoDaH-Site_KEY_V2,fraction,frc_c_perc,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_mass_perc,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_c_tot,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_oc,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_n_tot,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_15n,unit,permille
SoDaH-Site_KEY_V2,fraction,frc_13c,unit,permille
SoDaH-Site_KEY_V2,fraction,frc_radioanlys_yr,unit,YYYY
SoDaH-Site_KEY_V2,fraction,frc_14c,unit,permille
SoDaH-Site_KEY_V2,fraction,frc_14c_sdv,unit,permille
SoDaH-Site_KEY_V2,fraction,frc_quartz,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_alkali_feldspar,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_plag_feldspar,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_mica_chlorite,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_amphibole,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_pyroxine,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_olivine,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_volc_glass,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_kaol_halloy,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_smect_vermic,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_gibbsite,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_fe_oxides,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_imog_alloph,unit,percent
SoDaH-Site_KEY_V2,fraction,frc_ferrihydrite,unit,percent
WoSIS_2019,layers_chemical,upper_depth,unit,cm
WoSIS_2019,layers_chemical,lower_depth,unit,cm
WoSIS_2019,layers_chemical,tceq_value,unit,g kg-1
WoSIS_2019,layers_chemical,tceq_value_avg,unit,g kg-1
WoSIS_2019,layers_chemical,tceq_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,cecph7_value,unit,cmol(c) kg-1
WoSIS_2019,layers_chemical,cecph7_value_avg,unit,cmol(c) kg-1
WoSIS_2019,layers_chemical,cecph7_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,cecph8_value,unit,cmol(c) kg-1
WoSIS_2019,layers_chemical,cecph8_value_avg,unit,cmol(c) kg-1
WoSIS_2019,layers_chemical,cecph8_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,ecec_value,unit,cmol(c) kg-1
WoSIS_2019,layers_chemical,ecec_value_avg,unit,cmol(c) kg-1
WoSIS_2019,layers_chemical,ecec_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,elco20_value,unit,dS m-1
WoSIS_2019,layers_chemical,elco20_value_avg,unit,dS m-1
WoSIS_2019,layers_chemical,elco20_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,elco25_value,unit,dS m-1
WoSIS_2019,layers_chemical,elco25_value_avg,unit,dS m-1
WoSIS_2019,layers_chemical,elco25_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,elco50_value,unit,dS m-1
WoSIS_2019,layers_chemical,elco50_value_avg,unit,dS m-1
WoSIS_2019,layers_chemical,elco50_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,elcosp_value,unit,dS m-1
WoSIS_2019,layers_chemical,elcosp_value_avg,unit,dS m-1
WoSIS_2019,layers_chemical,elcosp_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,orgc_value,unit,g kg-1
WoSIS_2019,layers_chemical,orgc_value_avg,unit,g kg-1
WoSIS_2019,layers_chemical,orgc_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phca_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phaq_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phkc_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phnf_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phpbyi_value,unit,mg kg-1
WoSIS_2019,layers_chemical,phpbyi_value_avg,unit,mg kg-1
WoSIS_2019,layers_chemical,phpbyi_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phpmh3_value,unit,mg kg-1
WoSIS_2019,layers_chemical,phpmh3_value_avg,unit,mg kg-1
WoSIS_2019,layers_chemical,phpmh3_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phpols_value,unit,mg kg-1
WoSIS_2019,layers_chemical,phpols_value_avg,unit,mg kg-1
WoSIS_2019,layers_chemical,phpols_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phprtn_value,unit,mg kg-1
WoSIS_2019,layers_chemical,phprtn_value_avg,unit,mg kg-1
WoSIS_2019,layers_chemical,phprtn_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phptot_value,unit,mg kg-1
WoSIS_2019,layers_chemical,phptot_value_avg,unit,mg kg-1
WoSIS_2019,layers_chemical,phptot_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,phpwsl_value,unit,mg kg-1
WoSIS_2019,layers_chemical,phpwsl_value_avg,unit,mg kg-1
WoSIS_2019,layers_chemical,phpwsl_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,totc_value,unit,g kg-1
WoSIS_2019,layers_chemical,totc_value_avg,unit,g kg-1
WoSIS_2019,layers_chemical,totc_date,unit,YYYY-MM-DD
WoSIS_2019,layers_chemical,nitkjd_value,unit,g kg-1
WoSIS_2019,layers_chemical,nitkjd_value_avg,unit,g kg-1
WoSIS_2019,layers_chemical,nitkjd_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,upper_depth,unit,cm
WoSIS_2019,layers_physical,lower_depth,unit,cm
WoSIS_2019,layers_physical,bdfi33_value,unit,kg dm-3
WoSIS_2019,layers_physical,bdfi33_value_avg,unit,kg dm-3
WoSIS_2019,layers_physical,bdfi33_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,bdfiad_value,unit,kg dm-3
WoSIS_2019,layers_physical,bdfiad_value_avg,unit,kg dm-3
WoSIS_2019,layers_physical,bdfiad_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,bdfifm_value,unit,kg dm-3
WoSIS_2019,layers_physical,bdfifm_value_avg,unit,kg dm-3
WoSIS_2019,layers_physical,bdfifm_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,bdfiod_value,unit,kg dm-3
WoSIS_2019,layers_physical,bdfiod_value_avg,unit,kg dm-3
WoSIS_2019,layers_physical,bdfiod_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,bdws33_value,unit,kg dm-3
WoSIS_2019,layers_physical,bdws33_value_avg,unit,kg dm-3
WoSIS_2019,layers_physical,bdws33_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,bdwsad_value,unit,kg dm-3
WoSIS_2019,layers_physical,bdwsad_value_avg,unit,kg dm-3
WoSIS_2019,layers_physical,bdwsad_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,bdwsfm_value,unit,kg dm-3
WoSIS_2019,layers_physical,bdwsfm_value_avg,unit,kg dm-3
WoSIS_2019,layers_physical,bdwsfm_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,bdwsod_value,unit,kg dm-3
WoSIS_2019,layers_physical,bdwsod_value_avg,unit,kg dm-3
WoSIS_2019,layers_physical,bdwsod_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,clay_value,unit,g 100g-1
WoSIS_2019,layers_physical,clay_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,clay_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,cfgr_value,unit,g 100g-1
WoSIS_2019,layers_physical,cfgr_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,cfgr_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,cfvo_value,unit,cm3 100cm-3
WoSIS_2019,layers_physical,cfvo_value_avg,unit,cm3 100cm-3
WoSIS_2019,layers_physical,cfvo_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,sand_value,unit,g 100g-1
WoSIS_2019,layers_physical,sand_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,sand_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,silt_value,unit,g 100g-1
WoSIS_2019,layers_physical,silt_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,silt_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wg0100_value,unit,g 100g-1
WoSIS_2019,layers_physical,wg0100_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,wg0100_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wg0010_value,unit,g 100g-1
WoSIS_2019,layers_physical,wg0010_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,wg0010_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wg1500_value,unit,g 100g-1
WoSIS_2019,layers_physical,wg1500_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,wg1500_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wg0200_value,unit,g 100g-1
WoSIS_2019,layers_physical,wg0200_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,wg0200_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wg0033_value,unit,g 100g-1
WoSIS_2019,layers_physical,wg0033_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,wg0033_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wg0500_value,unit,g 100g-1
WoSIS_2019,layers_physical,wg0500_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,wg0500_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wg0006_value,unit,g 100g-1
WoSIS_2019,layers_physical,wg0006_value_avg,unit,g 100g-1
WoSIS_2019,layers_physical,wg0006_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wv0100_value,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0100_value_avg,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0100_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wv0010_value,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0010_value_avg,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0010_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wv1500_value,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv1500_value_avg,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv1500_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wv0200_value,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0200_value_avg,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0200_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wv0033_value,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0033_value_avg,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0033_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wv0500_value,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0500_value_avg,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0500_date,unit,YYYY-MM-DD
WoSIS_2019,layers_physical,wv0006_value,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0006_value_avg,unit,cm3 100cm-3
WoSIS_2019,layers_physical,wv0006_date,unit,YYYY-MM-DD
WoSIS_2019,profiles,latitude,unit,degrees
WoSIS_2019,profiles,longitude,unit,degrees
WoSIS_2019,profiles,dsds,unit,cm
vanGestel,soil C,trt,control_vocabulary,"T = temperature (warming), H2O = irrigated, D = Drought, co2 = elevated CO2, clipping = biomass removal, etc.)"
vanGestel,soil C,soilT.depth,unit,°C
vanGestel,soil C,start.date,unit,month-year
vanGestel,soil C,measurement.date,unit,month-year
vanGestel,soil C,duration,unit,years
vanGestel,soil C,remove,control_vocabulary,"Yes or No. If yes, the data are duplicated (e.g. if I had raw data versus mean values)."
vanGestel,soil C,multi.year,control_vocabulary,"Yes or blank. If yes, the data extracted from a paper were data pooled across years."
vanGestel,soil C,soil.horizon,unit,?
vanGestel,soil C,bulk.density,unit,?
vanGestel,Rsoil,trt,control_vocabulary,"T = temperature (warming), H2O = irrigated, D = Drought, co2 = elevated CO2, clipping = biomass removal, etc.)"
vanGestel,Rsoil,soilT.depth,unit,°C
vanGestel,Rsoil,start.date,unit,month-year
vanGestel,Rsoil,measurement.date,unit,month-year
vanGestel,Rsoil,duration,unit,years
vanGestel,Rsoil,remove,control_vocabulary,"Yes or No. If yes, the data are duplicated (e.g. if I had raw data versus mean values)."
vanGestel,Rsoil,multi.year,control_vocabulary,"Yes or blank. If yes, the data extracted from a paper were data pooled across years."
vanGestel,biomass,trt,control_vocabulary,"T = temperature (warming), H2O = irrigated, D = Drought, co2 = elevated CO2, clipping = biomass removal, etc.)"
vanGestel,biomass,soilT.depth,unit,°C
vanGestel,biomass,start.date,unit,month-year
vanGestel,biomass,measurement.date,unit,month-year
vanGestel,biomass,duration,unit,years
vanGestel,biomass,remove,control_vocabulary,"Yes or No. If yes, the data are duplicated (e.g. if I had raw data versus mean values)."
vanGestel,biomass,multi.year,control_vocabulary,"Yes or blank. If yes, the data extracted from a paper were data pooled across years."
vanGestel,biomass,soil.horizon,unit,value_num
vanGestel,biomass,input,control_vocabulary,"Plant biomass. Options are related to aboveground (a), belowground (b), or whole plant (w)"
vanGestel,site info,lat,unit,degrees
vanGestel,site info,lon,unit,degrees
vanGestel,site info,elevation,unit,m
vanGestel,site info,mat,unit,°C
vanGestel,site info,map,unit,mm
vanGestel,site info,treatments,control_vocabulary,The applied treatments (in a multifactorial study it was indicated by the highest level: e.g. T x H2O x N (fertilization)
vanGestel,site info,soil.texture.class,control_vocabulary,"Yes or blank. If yes, the data extracted from a paper were data pooled across years."
vanGestel,site info,perc.sand,unit,percent
vanGestel,site info,perc.silt,unit,percent
vanGestel,site info,perc.clay,unit,percent
vanGestel,site info,start.date,unit,month-year
vanGestel,site info,C.pool.abg,unit,?
vanGestel,site info,C.pool.bwg,unit,?
vanGestel,site info,N.pool.abg,unit,?
vanGestel,site info,N.pool.bwg,unit,?
vanGestel,site info,P.pool.bwg,unit,?
vanGestel,site info,soil.depth.pool,unit,cm
vanGestel,site info,Ndep.rate,unit,g N m-2 y-1
vanGestel,site info,bulk.density,unit,?
vanGestel,site info,percent.om,unit,percent
vanGestel,soil moisture,trt,control_vocabulary,"T = temperature (warming), H2O = irrigated, D = Drought, co2 = elevated CO2, clipping = biomass removal, etc.)"
vanGestel,soil moisture,soilT.depth,unit,°C
vanGestel,soil moisture,start.date,unit,month-year
vanGestel,soil moisture,measurement.date,unit,month-year
vanGestel,soil moisture,soil.horizon,unit,?
vanGestel,correlation BD-OM,bulk.density,unit,?
vanGestel,correlation BD-OM,percent.om,unit,percent
vanGestel,site info,biome,description,Biome that the study was conducted in
vanGestel,soil C,bulk.density,description,observed bulk density of the soil
vanGestel,site info,bulk.density,description,observed bulk density of the soil
vanGestel,correlation BD-OM,bulk.density,description,observed bulk density of the soil
vanGestel,site info,C.pool.abg,description,cabon pool size above ground
vanGestel,site info,C.pool.bwg,description,cabon pool size below ground
vanGestel,soil C,control.mean,description,mean value of the variable of interest (see column 'variable') for the control
vanGestel,Rsoil,control.mean,description,mean value of the variable of interest (see column 'variable') for the control
vanGestel,biomass,control.mean,description,mean value of the variable of interest (see column 'variable') for the control
vanGestel,soil moisture,control.mean,description,mean value of the variable of interest (see column 'variable') for the control
vanGestel,soil C,control.n,description,number of replicates used for the control
vanGestel,Rsoil,control.n,description,number of replicates used for the control
vanGestel,biomass,control.n,description,number of replicates used for the control
vanGestel,soil moisture,control.n,description,number of replicates used for the control
vanGestel,soil C,control.se,description,standard error of the mean of the variable of interest for the control
vanGestel,Rsoil,control.se,description,standard error of the mean of the variable of interest for the control
vanGestel,biomass,control.se,description,standard error of the mean of the variable of interest for the control
vanGestel,soil moisture,control.se,description,standard error of the mean of the variable of interest for the control
vanGestel,soil C,duration,description,Length of the experiment (between start date and measurement date)
vanGestel,Rsoil,duration,description,Length of the experiment (between start date and measurement date)
vanGestel,biomass,duration,description,Length of the experiment (between start date and measurement date)
vanGestel,site info,elevation,description,elevation of the study site
vanGestel,biomass,input,description,"Plant biomass. Options are related to aboveground (a), belowground (b), or whole plant (w)"
vanGestel,site info,lat,description,latitude of the study
vanGestel,site info,lon,description,longitude of the study
vanGestel,site info,map,description,mean annual precipitation (mm)
vanGestel,site info,mat,description,mean annual temperature (in C)
vanGestel,soil C,measurement.date,description,Date of the measurements for which we obtained the data
vanGestel,Rsoil,measurement.date,description,Date of the measurements for which we obtained the data
vanGestel,biomass,measurement.date,description,Date of the measurements for which we obtained the data
vanGestel,soil moisture,measurement.date,description,Date of the measurements for which we obtained the data
vanGestel,soil C,multi.year,description,"Yes or blank. If yes, the data extracted from a paper were data pooled across years."
vanGestel,Rsoil,multi.year,description,"Yes or blank. If yes, the data extracted from a paper were data pooled across years."
vanGestel,biomass,multi.year,description,"Yes or blank. If yes, the data extracted from a paper were data pooled across years."
vanGestel,site info,N.pool.abg,description,nitrogen pool size above ground
vanGestel,site info,N.pool.bwg,description,nitrogen pool size below ground
vanGestel,site info,Ndep.rate,description,nitrogen deposition rate (g N/m2/y)
vanGestel,soil C,notes,description,"any remarks related to the study, just in case we see something unusual. An example is one of my entries: ""soil samples taken once at peak biomass; n=8 until 2003 (afterwards; fire reduced it to n=6)"""
vanGestel,Rsoil,notes,description,"any remarks related to the study, just in case we see something unusual. An example is one of my entries: ""soil samples taken once at peak biomass; n=8 until 2003 (afterwards; fire reduced it to n=6)"""
vanGestel,biomass,notes,description,"any remarks related to the study, just in case we see something unusual. An example is one of my entries: ""soil samples taken once at peak biomass; n=8 until 2003 (afterwards; fire reduced it to n=6)"""
vanGestel,site info,notes,description,"any remarks related to the study, just in case we see something unusual. An example is one of my entries: ""soil samples taken once at peak biomass; n=8 until 2003 (afterwards; fire reduced it to n=6)"""
vanGestel,soil moisture,notes,description,"any remarks related to the study, just in case we see something unusual. An example is one of my entries: ""soil samples taken once at peak biomass; n=8 until 2003 (afterwards; fire reduced it to n=6)"""
vanGestel,correlation BD-OM,notes,description,"any remarks related to the study, just in case we see something unusual. An example is one of my entries: ""soil samples taken once at peak biomass; n=8 until 2003 (afterwards; fire reduced it to n=6)"""
vanGestel,site info,P.pool.bwg,description,phosporus pool size below ground
vanGestel,site info,perc.clay,description,% clay
vanGestel,site info,perc.sand,description,% sand
vanGestel,site info,perc.silt,description,% silt
vanGestel,site info,percent.om,description,% soil organic matter
vanGestel,correlation BD-OM,percent.om,description,% soil organic matter
vanGestel,site info,pH,description,soil pH
vanGestel,site info,project,description,"project name (e.g., for Brandbjerg it was CLIMAITE )"
vanGestel,soil C,reference,description,The published paper from which the data were extracted
vanGestel,Rsoil,reference,description,The published paper from which the data were extracted
vanGestel,biomass,reference,description,The published paper from which the data were extracted
vanGestel,site info,Reference,description,The published paper from which the data were extracted
vanGestel,soil moisture,reference,description,The published paper from which the data were extracted
vanGestel,correlation BD-OM,Reference,description,The published paper from which the data were extracted
vanGestel,soil C,remove,description,"Yes or No. If yes, the data are duplicated (e.g. if I had raw data versus mean values)."
vanGestel,Rsoil,remove,description,"Yes or No. If yes, the data are duplicated (e.g. if I had raw data versus mean values)."
vanGestel,biomass,remove,description,"Yes or No. If yes, the data are duplicated (e.g. if I had raw data versus mean values)."
vanGestel,soil C,season,description,the season in which the study was conducted; yearround is one of the options
vanGestel,Rsoil,season,description,the season in which the study was conducted; yearround is one of the options
vanGestel,biomass,season,description,the season in which the study was conducted; yearround is one of the options
vanGestel,site info,season,description,the season in which the study was conducted; yearround is one of the options
vanGestel,soil moisture,season,description,the season in which the study was conducted; yearround is one of the options
vanGestel,site info,site,description,site name (e.g. Brandbjerg which has study.id 'Brand' - see for example biomass data)
vanGestel,correlation BD-OM,site,description,site.id
vanGestel,soil C,site.id,description,site identifier
vanGestel,Rsoil,site.id,description,site identifier
vanGestel,biomass,site.id,description,site identifier
vanGestel,site info,site.id,description,site identifier
vanGestel,soil moisture,site.id,description,site identifier
vanGestel,site info,soil.depth.pool,description,"soil depth for which the C, N or P belowground pool size were calculated for"
vanGestel,soil C,soil.horizon,description,"soil horizon sampled, used to determine the value of the variable of interest"
vanGestel,biomass,soil.horizon,description,"soil horizon sampled, used to determine the value of the variable of interest"
vanGestel,soil moisture,soil.horizon,description,"soil horizon sampled, used to determine the value of the variable of interest"
vanGestel,site info,soil.texture.class,description,"Soil texture class (e.g. loamy, sandy, sandy clay loam etc.)"
vanGestel,site info,soil.type,description,Soil classification - as described in the study (so could be the European classification or WRB)
vanGestel,soil C,soilT.depth,description,temperature that the soil temperature sensor was at
vanGestel,Rsoil,soilT.depth,description,temperature that the soil temperature sensor was at
vanGestel,biomass,soilT.depth,description,temperature that the soil temperature sensor was at
vanGestel,soil moisture,soilT.depth,description,temperature that the soil temperature sensor was at
vanGestel,soil C,source,description,"figure or table number, supplemental info etc."
vanGestel,Rsoil,source,description,"figure or table number, supplemental info etc."
vanGestel,biomass,source,description,"figure or table number, supplemental info etc."
